,시도코드,일시,시도,PM10,PM25,PM10등급,PM25등급
227,42,20160815,강원,30.70416667,20.56153846,2,2
228,42,20160816,강원,31.16666667,22.22058824,2,2
229,42,20160817,강원,25.32188841,15.803030300000001,1,2
230,42,20160818,강원,30.27234043,19.03521127,2,2
231,42,20160819,강원,31.525,19.53571429,2,2
232,42,20160820,강원,23.40833333,13.95454545,1,1
233,42,20160821,강원,17.95780591,10.71428571,1,1
234,42,20160822,강원,19.37083333,12.86554622,1,1
235,42,20160823,강원,17.3125,10.24793388,1,1
236,42,20160824,강원,20.41025641,11.82945736,1,1
237,42,20160825,강원,27.9159292,15.33088235,1,2
238,42,20160826,강원,17.622317600000002,6.37704918,1,1
239,42,20160827,강원,17.8625,6.043478261000001,1,1
240,42,20160828,강원,13.24892704,5.403361345,1,1
241,42,20160829,강원,15.85957447,6.983870968,1,1
242,42,20160830,강원,22.05882353,11.59854015,1,1
243,42,20160831,강원,14.48,7.420560748,1,1
244,42,20160901,강원,56.92592593,32.96527778,2,2
245,42,20160902,강원,42.0,30.11678832,2,2
246,42,20160903,강원,20.85648148,12.51181102,1,1
247,42,20160904,강원,20.50925926,11.09160305,1,1
248,42,20160905,강원,22.94444444,12.36,1,1
249,42,20160906,강원,44.82673267,28.18045113,2,2
250,42,20160907,강원,56.58737864,43.38970588,2,2
251,42,20160908,강원,38.5787037,27.87323944,2,2
252,42,20160909,강원,31.75,21.37588652,2,2
253,42,20160910,강원,30.78240741,20.05755396,2,2
254,42,20160911,강원,26.10185185,15.475177300000002,1,2
255,42,20160912,강원,21.26635514,11.57462687,1,1
256,42,20160913,강원,17.57073171,8.3125,1,1
257,42,20160914,강원,23.6635514,12.55797101,1,1
258,42,20160915,강원,34.05555556,22.9453125,2,2
259,42,20160916,강원,34.64814815,24.30508475,2,2
260,42,20160917,강원,26.97685185,17.51546392,1,2
261,42,20160918,강원,23.46976744,13.188405800000002,1,1
262,42,20160919,강원,19.4245283,9.828358209,1,1
263,42,20160920,강원,24.96226415,14.94890511,1,1
264,42,20160921,강원,37.67592593,25.67142857,2,2
265,42,20160922,강원,43.64485981,31.6,2,2
266,42,20160923,강원,41.00925926,28.97183099,2,2
267,42,20160924,강원,38.56944444,25.56737589,2,2
268,42,20160925,강원,40.11627907,28.21428571,2,2
269,42,20160926,강원,42.50943396,29.72535211,2,2
270,42,20160927,강원,37.24878049,28.69230769,2,2
271,42,20160928,강원,26.35436893,15.90769231,1,2
272,42,20160929,강원,18.26388889,7.014705882,1,1
273,42,20160930,강원,27.00925926,13.94927536,1,1
274,42,20161001,강원,32.72685185,20.58450704,2,2
275,42,20161002,강원,28.57943925,18.00719424,1,2
276,42,20161003,강원,19.79069767,12.76229508,1,1
277,42,20161004,강원,27.63551402,15.35460993,1,2
278,42,20161005,강원,21.47906977,12.11450382,1,1
279,42,20161006,강원,37.30917874,22.69014085,2,2
280,42,20161007,강원,27.06074766,14.854014600000001,1,1
281,42,20161008,강원,21.0,12.76315789,1,1
282,42,20161009,강원,22.90277778,12.85483871,1,1
283,42,20161010,강원,24.40186916,14.17557252,1,1
284,42,20161011,강원,38.15458937,21.87692308,2,2
285,42,20161012,강원,45.9468599,30.18382353,2,2
286,42,20161013,강원,38.12093023,24.10416667,2,2
287,42,20161014,강원,65.90232558,44.16197183,2,2
288,42,20161015,강원,68.22222222,52.375,2,3
289,42,20161016,강원,47.13488372,34.32624113,2,2
290,42,20161017,강원,40.09259259,28.837209299999998,2,2
291,42,20161018,강원,45.03286385,29.68345324,2,2
292,42,20161019,강원,41.19069767,28.25531915,2,2
293,42,20161020,강원,49.01401869,34.76086957,2,2
294,42,20161021,강원,27.27314815,16.09722222,1,2
295,42,20161022,강원,28.87962963,18.59558824,1,2
296,42,20161023,강원,18.14485981,11.66666667,1,1
297,42,20161024,강원,21.71296296,11.38636364,1,1
298,42,20161025,강원,17.74396135,12.0,1,1
299,42,20161026,강원,28.88516746,17.8671875,1,2
300,42,20161027,강원,35.95673077,19.87412587,2,2
301,42,20161028,강원,34.12149533,19.4964539,2,2
302,42,20161029,강원,35.09259259,22.45,2,2
303,42,20161030,강원,33.15763547,22.40559441,2,2
304,42,20161031,강원,36.8490566,25.30434783,2,2
305,42,20161101,강원,25.86341463,16.17293233,1,2
306,42,20161102,강원,34.02777778,23.58088235,2,2
307,42,20161103,강원,45.9212963,35.94656489,2,2
308,42,20161104,강원,63.11111111,42.90277778,2,2
309,42,20161105,강원,67.03240741,47.0979021,2,2
310,42,20161106,강원,26.20930233,22.56153846,1,2
311,42,20161107,강원,35.42788462,24.44,2,2
312,42,20161108,강원,42.59615385,35.92125984,2,2
313,42,20161109,강원,44.98148148,33.50724638,2,2
314,42,20161110,강원,40.42990654,30.98496241,2,2
315,42,20161111,강원,46.15048544,28.02238806,2,2
316,42,20161112,강원,65.14418605,32.41958042,2,2
317,42,20161113,강원,66.9537037,39.503496500000004,2,2
318,42,20161114,강원,44.07511737,30.83802817,2,2
319,42,20161115,강원,55.45539906,26.38461538,2,2
320,42,20161116,강원,51.96226415,29.09027778,2,2
321,42,20161117,강원,65.92270531,43.303030299999996,2,2
322,42,20161118,강원,80.49047619,55.10071942,3,3
323,42,20161119,강원,51.41666667,40.62676056,2,2
324,42,20161120,강원,41.34259259,28.89928058,2,2
325,42,20161121,강원,57.63207547,35.74305556,2,2
326,42,20161122,강원,37.32692308,24.80916031,2,2
327,42,20161123,강원,34.76555024,20.07692308,2,2
328,42,20161124,강원,31.66981132,17.56338028,2,2
329,42,20161125,강원,41.85377358,26.18439716,2,2
330,42,20161126,강원,48.58796296,37.05109489,2,2
331,42,20161127,강원,56.26388889,44.54545455,2,2
332,42,20161128,강원,86.49746193,53.11510791,3,3
333,42,20161129,강원,49.18055556,33.31468531,2,2
334,42,20161130,강원,40.6588785,28.02158273,2,2
335,42,20161201,강원,54.94871795,30.53846154,2,2
336,42,20161202,강원,35.23913043,19.87142857,2,2
337,42,20161203,강원,48.82882883,29.58041958,2,2
338,42,20161204,강원,53.74166667,39.31205674,2,2
339,42,20161205,강원,83.54468085,62.25874126,3,3
340,42,20161206,강원,34.3125,21.07692308,2,2
341,42,20161207,강원,47.8625,33.52112676,2,2
342,42,20161208,강원,59.14468085,42.70921986,2,2
343,42,20161209,강원,44.9375,34.83703704,2,2
344,42,20161210,강원,36.24166667,27.88148148,2,2
345,42,20161211,강원,33.9,26.5,2,2
346,42,20161212,강원,47.775,33.80985915,2,2
347,42,20161213,강원,47.42918455,35.75735294,2,2
348,42,20161214,강원,37.85777778,36.88034188,2,2
349,42,20161215,강원,38.25,26.57037037,2,2
350,42,20161216,강원,39.15021459,23.78723404,2,2
351,42,20161217,강원,54.30833333,38.79020979,2,2
