,기상번호,시도코드,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),최다풍향(16방위),평균 현지기압(hPa),SO2,CO,O3,NO2,PM10,PM25
8524,3620180502,36,20180502,17.0,10.866666666666667,22.96666666666667,2.066666666666667,256.6666666666667,997.2999999999997,0.002229167,0.6,0.035875,0.010729167,36.58333333,20.65957447
8525,3620180503,36,20180503,12.166666666666664,8.266666666666667,16.966666666666665,3.1333333333333333,270.0,1000.8333333333335,0.002125,0.40625,0.047708333,0.0093125,50.83333333,15.85416667
8526,3620180504,36,20180504,14.6,7.1000000000000005,21.73333333333333,2.9,263.3333333333333,1005.1,0.0024375,0.37291666700000003,0.0545,0.008833333,46.22916667,14.9375
8527,3620180505,36,20180505,18.4,9.733333333333334,25.93333333333333,2.0333333333333337,216.66666666666663,1007.3666666666667,0.002666667,0.379166667,0.063270833,0.008520833,39.45833333,16.4375
8528,3620180506,36,20180506,15.800000000000002,14.566666666666668,19.266666666666666,1.4333333333333331,150.0,999.2666666666668,0.002,0.5395833329999999,0.040791667000000004,0.009958333,22.70833333,13.16666667
8529,3620180507,36,20180507,17.599999999999994,14.266666666666666,22.26666666666667,1.2,270.0,998.7666666666668,0.002,0.575,0.023895833,0.015520833000000001,28.64583333,13.77083333
8530,3620180508,36,20180508,16.599999999999998,12.833333333333336,21.433333333333334,3.3000000000000003,90.0,1005.8333333333335,0.002,0.4375,0.040395833,0.009791666999999999,26.70833333,10.375
8531,3620180509,36,20180509,15.5,8.733333333333334,22.133333333333336,1.8,73.33333333333333,1012.5666666666666,0.0025625,0.4625,0.042270833,0.014916667,35.10416667,14.8125
8532,3620180510,36,20180510,15.966666666666667,9.866666666666667,23.43333333333333,1.7666666666666666,156.66666666666666,1014.3333333333335,0.0025531910000000002,0.476595745,0.043191489000000007,0.012765957,44.95833333,23.79166667
8533,3620180511,36,20180511,16.86666666666667,11.333333333333336,23.76666666666667,1.4666666666666668,256.6666666666667,1010.2,0.0029148940000000003,0.368085106,0.049191489000000005,0.012765957,52.6875,27.93617021
8534,3620180512,36,20180512,15.166666666666664,12.466666666666667,17.46666666666667,1.0666666666666669,173.33333333333337,1002.2999999999997,0.0022916670000000003,0.389583333,0.026416667,0.017416667,36.47916667,22.33333333
8535,3620180513,36,20180513,16.8,14.0,20.766666666666666,1.5,233.33333333333331,1000.5333333333334,0.002,0.29583333300000003,0.042895833,0.00675,25.64583333,14.78723404
8536,3620180514,36,20180514,19.433333333333334,13.166666666666664,26.5,1.2333333333333334,220.0,1003.4333333333334,0.002166667,0.45833333299999995,0.0448125,0.01425,52.60416667,34.73913043
8537,3620180515,36,20180515,22.866666666666664,14.699999999999998,29.3,0.9333333333333332,190.0,1002.3666666666667,0.0022916670000000003,0.5708333329999999,0.035875,0.021104167000000004,65.14583333,42.77083333
8538,3620180516,36,20180516,24.9,21.866666666666664,27.0,2.1666666666666665,186.66666666666663,997.7999999999997,0.002,0.39090909100000004,0.016727273,0.010121212,29.88888889,15.51428571
8539,3620180517,36,20180517,25.7,24.066666666666666,30.0,1.5,200.0,995.7,0.002,0.447368421,0.020842105,0.011078946999999999,28.92105263,14.28571429
8540,3620180518,36,20180518,19.333333333333336,14.633333333333333,24.366666666666664,1.9666666666666668,233.33333333333331,997.4333333333334,0.002,0.47083333299999997,0.024666667000000003,0.009479167,23.60416667,10.76086957
8541,3620180519,36,20180519,17.2,13.1,21.633333333333336,3.633333333333333,103.33333333333331,1007.6333333333333,0.002,0.3875,0.037166667,0.007875,17.14583333,4.875
8542,3620180520,36,20180520,17.166666666666668,10.866666666666667,22.433333333333334,3.1,103.33333333333331,1010.7333333333332,0.002020833,0.32708333300000003,0.043416667,0.007541666999999999,15.125,5.638297872000001
8543,3620180521,36,20180521,17.0,11.566666666666665,21.8,2.8666666666666667,113.33333333333331,1010.0,0.002020833,0.38125,0.040520833,0.009166667,23.22916667,10.125
8544,3620180522,36,20180522,18.3,13.1,24.43333333333333,1.0666666666666669,190.0,1004.0,0.002125,0.464583333,0.0313125,0.015333333000000001,30.47916667,16.38297872
8545,3620180523,36,20180523,18.266666666666666,13.533333333333333,22.96666666666667,1.8666666666666665,310.0,1000.2333333333332,0.0024375,0.475,0.0451875,0.011770833,67.0,13.1875
8546,3620180524,36,20180524,18.366666666666664,10.000000000000002,26.399999999999995,1.8,173.33333333333337,1002.2999999999997,0.002625,0.4875,0.042208333,0.013145833,83.39583333,18.72916667
8547,3620180525,36,20180525,19.233333333333334,11.2,26.26666666666667,1.2000000000000002,296.6666666666667,1000.5666666666666,0.0037291670000000002,0.566666667,0.048875,0.020166667,86.45833333,24.75
8548,3620180526,36,20180526,20.966666666666665,11.666666666666664,30.2,1.2666666666666668,206.66666666666663,1000.8,0.004479167,0.6333333329999999,0.06308333299999999,0.020979167000000003,77.04166667,31.02083333
8549,3620180527,36,20180527,20.166666666666668,15.733333333333334,25.633333333333336,1.1,243.33333333333331,1002.4333333333334,0.0045625,0.660416667,0.0568125,0.014916667,66.91666667,31.9375
8550,3620180528,36,20180528,22.03333333333333,13.9,30.16666666666667,1.4,210.0,1001.9,0.004208333,0.65,0.056083333,0.015166667,73.16666667,30.66666667
8551,3620180529,36,20180529,22.8,18.366666666666667,28.1,1.2333333333333334,250.0,1003.2333333333332,0.003444444,0.471111111,0.050777777999999996,0.012177778,45.625,25.44680851
8552,3620180530,36,20180530,21.433333333333334,16.96666666666667,27.7,1.6333333333333335,310.0,1002.1333333333333,0.003208333,0.38333333299999994,0.0431875,0.0139375,49.4375,26.10416667
8553,3620180531,36,20180531,20.3,13.533333333333333,26.66666666666667,1.4333333333333331,270.0,1003.5666666666666,0.003604167,0.391666667,0.061583333,0.015458333000000001,43.5,24.70833333
8554,3620180601,36,20180601,23.03333333333333,15.533333333333333,30.3,1.3666666666666665,323.3333333333333,1006.8666666666667,0.005847221999999999,0.4875,0.049138889000000005,0.022347222000000003,42.73611111,23.36619718
8555,3620180602,36,20180602,22.93333333333333,15.300000000000002,30.8,1.366666666666667,310.0,1007.2666666666668,0.007236111,0.47083333299999997,0.045638889,0.022430556,34.80555556,17.40277778
8556,3620180603,36,20180603,22.83333333333333,14.6,30.73333333333333,1.2333333333333334,250.0,1005.2666666666668,0.005875,0.5111111110000001,0.050152777999999995,0.019,36.55555556,20.93055556
8557,3620180604,36,20180604,22.566666666666666,16.933333333333334,28.96666666666667,1.4,233.33333333333331,1004.8,0.0055277780000000006,0.40138888899999997,0.050194444000000005,0.016513889,41.63888889,25.66666667
8558,3620180605,36,20180605,23.33333333333333,18.8,28.53333333333333,1.2666666666666666,106.66666666666669,1003.7,0.0035833329999999997,0.36111111100000004,0.041375,0.017680556,43.36111111,26.48571429
8559,3620180606,36,20180606,23.566666666666666,17.766666666666673,30.100000000000005,1.3333333333333333,280.0,1003.8333333333335,0.004625,0.426388889,0.048222222,0.01575,50.88888889,33.44444444
8560,3620180607,36,20180607,23.53333333333333,19.03333333333333,29.766666666666666,1.4666666666666668,333.3333333333333,1003.5,0.0040138890000000005,0.47083333299999997,0.048333333,0.017013889,54.125,35.217391299999996
8561,3620180608,36,20180608,21.633333333333336,18.3,26.399999999999995,1.6,303.3333333333333,1000.9,0.003623188,0.536231884,0.049463768,0.017521738999999998,58.63235294,36.15942029
8562,3620180609,36,20180609,22.6,16.933333333333334,28.5,2.8666666666666667,103.33333333333331,999.0,0.001791667,0.447222222,0.047680556,0.012069443999999999,43.33333333,24.11267606
8563,3620180610,36,20180610,21.266666666666666,18.633333333333336,25.16666666666667,3.5333333333333337,103.33333333333331,996.6333333333333,0.001333333,0.316666667,0.04351388900000001,0.005097222,13.51388889,4.647058824
8564,3620180611,36,20180611,20.2,18.066666666666666,23.03333333333333,2.2,113.33333333333331,992.7666666666668,0.001333333,0.336111111,0.034597222000000004,0.008902778,15.33333333,5.865671642000001
8565,3620180612,36,20180612,21.1,17.7,26.3,1.4666666666666666,293.3333333333333,994.9666666666667,0.0018611110000000001,0.45833333299999995,0.037319444,0.013999999999999999,26.04166667,15.45588235
8566,3620180613,36,20180613,22.36666666666667,15.766666666666666,27.83333333333333,1.7,120.0,998.4333333333334,0.001583333,0.515277778,0.041277778,0.012916667,31.72222222,19.91549296
8567,3620180614,36,20180614,22.23333333333333,19.03333333333333,26.93333333333333,3.1666666666666665,113.33333333333331,999.7333333333332,0.00147619,0.49206349200000005,0.044000000000000004,0.008507937,23.94339623,13.91803279
8568,3620180615,36,20180615,21.233333333333327,17.3,25.933333333333334,3.3666666666666667,96.66666666666669,1002.9333333333334,0.001358209,0.356716418,0.041328357999999996,0.006776119000000001,18.41176471,5.9375
8569,3620180616,36,20180616,21.633333333333336,15.133333333333333,28.3,2.2333333333333334,113.33333333333331,1004.3333333333335,0.0014583329999999998,0.336111111,0.039694444,0.007902778000000001,17.45833333,7.340909091
8570,3620180617,36,20180617,22.566666666666666,16.499999999999996,29.100000000000005,1.3,310.0,1002.2666666666668,0.002666667,0.493055556,0.050986110999999994,0.010458333,37.94915254,22.89655172
8571,3620180618,36,20180618,24.96666666666667,19.5,31.36666666666667,1.3,226.66666666666663,998.7,0.0036527779999999998,0.6347222220000001,0.062680556,0.015388889,50.98571429,32.875
8572,3620180619,36,20180619,20.83333333333333,18.2,24.66666666666667,1.1,210.0,997.3333333333335,0.002458333,0.559722222,0.035208333,0.017722222,48.63888889,33.01428571
8573,3620180620,36,20180620,22.96666666666667,18.2,28.76666666666667,1.4666666666666668,300.0,996.0666666666666,0.0022361110000000003,0.472222222,0.037666667,0.011819443999999998,36.04166667,22.69565217
8574,3620180621,36,20180621,23.43333333333333,18.366666666666667,29.566666666666666,1.7666666666666666,280.0,999.2,0.0025,0.456944444,0.045666667,0.012402778,33.125,19.45714286
8575,3620180622,36,20180622,24.600000000000005,16.666666666666668,31.899999999999995,1.3333333333333333,220.0,1000.5333333333333,0.0031791040000000003,0.47014925399999996,0.046014925,0.016970149,39.62686567,22.20895522
8576,3620180623,36,20180623,24.23333333333333,19.433333333333334,30.7,1.8,233.33333333333331,996.9333333333334,0.002402778,0.39027777799999996,0.046555556,0.012694444,35.34722222,18.97222222
8577,3620180624,36,20180624,25.66666666666667,19.13333333333333,33.2,1.5,263.3333333333333,1000.4333333333334,0.0027222220000000003,0.488888889,0.071833333,0.007361111,49.0,32.64788732
8578,3620180625,36,20180625,26.066666666666666,18.733333333333334,32.96666666666667,1.0,213.33333333333331,1002.4333333333334,0.002388889,0.498611111,0.063366197,0.019819444,51.26388889,31.49295775
8579,3620180626,36,20180626,23.133333333333336,20.566666666666666,26.03333333333333,1.7666666666666668,143.33333333333334,996.8666666666667,0.001736111,0.5347222220000001,0.037416667,0.019097222,50.02777778,34.07042254
8580,3620180627,36,20180627,24.96666666666667,22.03333333333333,30.066666666666666,2.0,226.66666666666663,994.4333333333334,0.001375,0.45138888899999996,0.049291667000000004,0.005763889,16.23611111,8.4375
8581,3620180628,36,20180628,24.2,22.633333333333336,26.4,1.6,216.66666666666663,991.9666666666667,0.0014305560000000001,0.40555555600000004,0.035375,0.010638888999999999,18.16666667,10.26865672
8582,3620180629,36,20180629,25.366666666666664,20.933333333333334,30.8,1.5,216.66666666666663,995.2,0.001388889,0.41111111100000003,0.0465,0.00925,26.11111111,12.98529412
8583,3620180630,36,20180630,24.83333333333333,21.8,29.1,1.4333333333333331,113.33333333333331,1001.7333333333332,0.001555556,0.45277777799999996,0.026375,0.013027778,26.30555556,13.95454545
8584,3620180701,36,20180701,21.633333333333336,20.166666666666668,24.66666666666667,1.7333333333333334,190.0,1001.9333333333334,0.001333333,0.35694444399999997,0.027125,0.007555556,11.54166667,4.2647058819999994
8585,3620180702,36,20180702,22.73333333333333,20.566666666666666,25.4,1.4666666666666668,123.33333333333331,999.9666666666667,0.0013611110000000001,0.39583333299999995,0.023166667000000002,0.014513888999999999,11.58333333,4.76119403
8586,3620180703,36,20180703,25.9,22.23333333333333,29.866666666666664,2.433333333333333,76.66666666666667,991.4,0.001388889,0.3625,0.011319444,0.010069444,15.61111111,5.8382352939999995
8587,3620180704,36,20180704,26.2,23.3,30.9,1.4333333333333331,233.33333333333331,990.3,0.001986111,0.40833333299999997,0.022361111,0.009347221999999999,23.27777778,11.89393939
8588,3620180705,36,20180705,25.3,22.53333333333333,30.866666666666664,1.4666666666666668,130.0,995.0333333333334,0.001444444,0.420833333,0.025375,0.009291667,22.47222222,12.303030300000001
8589,3620180706,36,20180706,23.03333333333333,21.133333333333336,25.566666666666666,2.6666666666666665,70.0,999.4666666666667,0.001441176,0.30294117600000003,0.015176471,0.008632353,13.95588235,3.921875
8590,3620180707,36,20180707,23.16666666666667,19.33333333333333,28.066666666666666,2.833333333333333,63.33333333333334,1002.0666666666666,0.0016805560000000002,0.2375,0.030069444,0.006569444,11.76388889,4.03030303
8591,3620180708,36,20180708,22.23333333333333,17.5,26.43333333333333,2.8666666666666667,113.33333333333331,1004.5333333333333,0.001625,0.213888889,0.030361111,0.004722222,13.06944444,3.7096774189999997
8592,3620180709,36,20180709,20.366666666666664,19.03333333333333,22.066666666666666,2.1333333333333333,113.33333333333331,1007.1666666666665,0.001583333,0.2625,0.014125,0.008944444000000001,9.986111111,3.212121212
8593,3620180710,36,20180710,25.46666666666667,20.533333333333328,30.366666666666664,1.6333333333333335,113.33333333333331,1006.5666666666666,0.001944444,0.36111111100000004,0.016638889,0.014652778,24.77777778,13.10769231
8594,3620180711,36,20180711,27.93333333333333,24.5,32.36666666666667,1.1666666666666667,156.66666666666666,1007.0,0.002097222,0.37222222200000005,0.017194444,0.013069444,31.68055556,17.25806452
8595,3620180712,36,20180712,28.23333333333333,25.066666666666666,32.13333333333333,1.2333333333333332,240.0,1005.4666666666667,0.00175,0.29861111100000004,0.011902778000000001,0.008319444,24.73611111,12.66153846
8596,3620180713,36,20180713,28.23333333333333,25.33333333333333,32.46666666666667,1.1,226.66666666666663,1004.3333333333335,0.0016666670000000001,0.258333333,0.015222221999999999,0.006902778,18.69444444,6.950819672000001
8597,3620180714,36,20180714,28.2,24.566666666666666,33.03333333333334,1.2333333333333332,243.33333333333331,1003.4666666666667,0.001694444,0.247222222,0.019,0.0057916669999999995,18.01388889,7.238095238
8598,3620180715,36,20180715,28.83333333333333,23.96666666666667,33.96666666666666,1.1666666666666667,286.6666666666667,1004.2,0.002430556,0.302777778,0.023097222,0.008486111,20.18055556,9.31147541
8599,3620180716,36,20180716,28.73333333333333,23.9,34.13333333333333,1.2333333333333334,293.3333333333333,1004.4,0.004666667,0.43472222200000005,0.030486111,0.014083333,31.72222222,18.20634921
8600,3620180717,36,20180717,28.066666666666666,23.899999999999995,33.2,1.4,256.6666666666667,1004.0666666666666,0.003619718,0.379166667,0.023676056,0.012690141,37.56944444,22.31666667
8601,3620180718,36,20180718,28.366666666666664,23.73333333333333,33.36666666666667,1.2,303.3333333333333,1003.8,0.0035833329999999997,0.480555556,0.031597222,0.013736111,41.68055556,27.05084746
8602,3620180719,36,20180719,28.4,23.7,33.96666666666667,1.2666666666666668,303.3333333333333,1002.9333333333334,0.003861111,0.477777778,0.037291667,0.015444444,34.75,22.27536232
8603,3620180720,36,20180720,29.133333333333336,22.9,34.99999999999999,1.0,333.3333333333333,1001.3,0.003458333,0.483333333,0.052055555999999996,0.016777778,43.55555556,26.80327869
8604,3620180721,36,20180721,30.1,24.566666666666666,36.16666666666666,1.0666666666666669,293.3333333333333,1000.8,0.004694444,0.5555555560000001,0.057472222,0.017833333,56.48611111,41.26229508
8605,3620180722,36,20180722,30.366666666666664,24.23333333333333,36.63333333333333,1.0666666666666669,206.66666666666663,1000.6666666666665,0.0031527779999999997,0.504166667,0.044847222,0.012486111000000001,46.48611111,35.88333333
8606,3620180723,36,20180723,30.23333333333333,26.133333333333336,35.099999999999994,1.1,280.0,1000.9666666666667,0.002972222,0.427777778,0.034069444,0.012458333,29.70833333,16.31666667
8607,3620180724,36,20180724,30.73333333333333,25.266666666666666,36.36666666666667,1.2666666666666668,256.6666666666667,999.4666666666667,0.0029861109999999996,0.493055556,0.045013889,0.012611111000000001,37.34722222,23.50877193
8608,3620180725,36,20180725,30.16666666666667,27.03333333333333,34.166666666666664,1.6333333333333335,226.66666666666663,999.7333333333332,0.001823529,0.397058824,0.034132353,0.008102940999999999,26.48529412,13.25
8609,3620180726,36,20180726,29.9,25.4,35.166666666666664,1.2333333333333334,280.0,999.5,0.001805556,0.398611111,0.029666667,0.011083333,31.16666667,16.86206897
8610,3620180727,36,20180727,30.5,25.83333333333333,36.433333333333344,1.3666666666666665,303.3333333333333,999.1,0.0036527779999999998,0.536111111,0.045305556,0.015069444,46.05555556,27.18333333
8611,3620180728,36,20180728,28.9,25.100000000000005,36.1,1.1666666666666667,143.33333333333334,997.8666666666667,0.002402778,0.531944444,0.043291667,0.014694444,41.18055556,24.52380952
8612,3620180729,36,20180729,29.76666666666667,24.93333333333333,35.166666666666664,1.9666666666666663,20.0,995.3666666666667,0.0017083329999999998,0.415277778,0.027402778,0.009972222,24.45833333,12.49275362
8613,3620180730,36,20180730,29.933333333333334,24.83333333333333,35.4,2.1,113.33333333333331,996.0666666666666,0.0017083329999999998,0.376388889,0.027027778,0.010222222,15.36111111,6.791044776000001
8614,3620180731,36,20180731,30.633333333333336,24.3,36.6,1.7,160.0,996.6333333333333,0.0018472220000000001,0.38333333299999994,0.039194444,0.011875,19.23611111,9.078125
8615,3620180801,36,20180801,31.93333333333333,25.33333333333333,38.33333333333333,1.4,160.0,995.5333333333334,0.0019,0.443333333,0.042766667,0.015844444,28.325842699999995,15.85365854
8616,3620180802,36,20180802,32.166666666666664,26.46666666666667,37.8,1.5666666666666669,113.33333333333331,997.7,0.0019479170000000002,0.409375,0.031760417,0.01375,24.44791667,13.95604396
8617,3620180803,36,20180803,31.96666666666667,26.9,37.7,1.5,173.33333333333337,999.5,0.00321875,0.45833333299999995,0.04496875,0.012635417,31.55208333,19.53763441
8618,3620180804,36,20180804,30.16666666666667,27.0,34.9,1.4666666666666668,233.33333333333331,1000.2333333333332,0.003104167,0.469791667,0.032645833,0.009114583,29.44791667,17.63333333
8619,3620180805,36,20180805,29.866666666666664,26.2,34.43333333333334,1.7333333333333334,320.0,999.7666666666668,0.0021875,0.422916667,0.028885417000000004,0.005947917,25.03125,14.18604651
8620,3620180806,36,20180806,30.1,26.866666666666664,35.23333333333334,1.3666666666666665,293.3333333333333,998.9,0.002875,0.47708333299999994,0.0356875,0.00953125,33.60416667,20.1011236
8621,3620180807,36,20180807,30.5,26.7,35.56666666666667,1.7333333333333334,120.0,999.2,0.0025625,0.48958333299999995,0.038708333,0.011104167,26.77083333,15.98863636
8622,3620180808,36,20180808,30.366666666666664,26.53333333333333,35.666666666666664,1.5,316.6666666666667,998.8666666666667,0.0039479170000000004,0.509375,0.03146875,0.012052083,30.57291667,18.56179775
8623,3620180809,36,20180809,29.5,25.7,34.4,1.2333333333333334,280.0,996.6666666666665,0.003010417,0.4875,0.028979167000000004,0.009833333,26.46875,16.13186813
8624,3620180810,36,20180810,30.133333333333336,26.266666666666666,35.76666666666667,1.7,66.66666666666667,995.4333333333334,0.0016666670000000001,0.50625,0.037197917000000004,0.00934375,26.72916667,16.49382716
8625,3620180811,36,20180811,29.3,26.066666666666666,33.7,2.8666666666666667,106.66666666666669,997.5333333333334,0.0015625,0.44375,0.025541667,0.005458333,10.375,4.144578313
8626,3620180812,36,20180812,29.53333333333333,24.93333333333333,34.6,2.1666666666666665,123.33333333333331,999.5333333333334,0.001760417,0.446875,0.02784375,0.0054375,21.09375,10.62068966
8627,3620180813,36,20180813,31.1,25.6,37.23333333333333,1.2999999999999998,220.0,1002.0333333333334,0.0026145829999999998,0.469791667,0.031916667,0.01015625,31.14736842,18.52222222
8628,3620180814,36,20180814,31.7,26.93333333333333,37.26666666666667,1.3333333333333333,276.6666666666667,1001.7333333333332,0.0038125,0.503125,0.0366875,0.01346875,34.23958333,21.06666667
8629,3620180815,36,20180815,32.266666666666666,26.366666666666664,38.766666666666666,1.8,166.66666666666666,998.8333333333335,0.002875,0.44791666700000005,0.041645833,0.011520833000000001,31.70833333,17.95652174
8630,3620180816,36,20180816,29.3,25.16666666666667,35.566666666666656,3.233333333333333,83.33333333333333,1001.1333333333333,0.001989362,0.371276596,0.027968085,0.006489361999999999,15.80851064,7.253164557000001
8631,3620180817,36,20180817,26.43333333333333,22.33333333333333,31.600000000000005,4.066666666666666,106.66666666666669,1004.1333333333333,0.001833333,0.332291667,0.032458333,0.004260417,17.23958333,5.282352941
8632,3620180818,36,20180818,25.7,19.4,31.766666666666666,2.1,73.33333333333333,1002.8333333333335,0.0021145829999999997,0.35104166700000006,0.03534375,0.006572916999999999,20.3125,6.181818182000001
8633,3620180819,36,20180819,26.899999999999995,20.633333333333333,33.266666666666666,1.2333333333333334,256.6666666666667,1002.0,0.002635417,0.40625,0.050145833,0.007479166999999999,27.04166667,13.67741935
8634,3620180820,36,20180820,28.43333333333333,22.83333333333333,34.63333333333333,2.033333333333333,150.0,997.9666666666667,0.002739583,0.43958333299999997,0.046145833,0.008520833,35.53125,21.75531915
8635,3620180821,36,20180821,27.2,25.3,29.8,1.9,186.66666666666663,996.2,0.002666667,0.36875,0.030864582999999998,0.007364583,35.21875,21.48387097
8636,3620180822,36,20180822,30.33333333333333,22.8,37.76666666666667,2.7999999999999994,113.33333333333331,996.2666666666668,0.002166667,0.35104166700000006,0.025770832999999996,0.008583333,28.66666667,15.9787234
8637,3620180823,36,20180823,28.96666666666667,25.933333333333334,32.333333333333336,3.8666666666666663,76.66666666666667,990.7666666666668,0.0019479170000000002,0.308333333,0.018052083,0.0030208329999999997,14.16666667,3.6987951810000004
8638,3620180824,36,20180824,24.866666666666664,23.5,26.66666666666667,2.6666666666666665,233.33333333333331,989.6,0.001760417,0.3625,0.023229167000000002,0.003354167,13.30208333,6.135802469
8639,3620180825,36,20180825,24.2,22.1,27.23333333333333,1.3333333333333333,203.33333333333331,1001.9333333333334,0.00190625,0.45833333299999995,0.039041667,0.006322917,29.17708333,13.9673913
8640,3620180826,36,20180826,21.266666666666666,19.5,24.83333333333333,1.4,120.0,1004.2333333333332,0.00175,0.38020833299999995,0.029239583,0.0050416670000000005,15.13978495,6.288888889
8641,3620180827,36,20180827,23.066666666666666,19.933333333333334,26.133333333333336,1.2333333333333334,156.66666666666666,1003.4333333333334,0.00175,0.39895833299999994,0.009458333000000001,0.0083125,8.40625,2.736263736
8642,3620180828,36,20180828,25.600000000000005,23.73333333333333,28.93333333333333,1.1,200.0,1003.8666666666667,0.0018369570000000002,0.4,0.010173913,0.00675,13.92391304,4.987804878
8643,3620180829,36,20180829,27.23333333333333,23.93333333333333,31.76666666666667,1.6333333333333335,216.66666666666663,1002.1333333333333,0.002104167,0.371875,0.014114583,0.006135417,19.04166667,6.057471264
8644,3620180830,36,20180830,25.73333333333333,23.766666666666666,29.76666666666667,1.3999999999999997,240.0,1001.7666666666668,0.00203125,0.376041667,0.012135416999999999,0.005666666999999999,13.14583333,3.880952381
8645,3620180831,36,20180831,22.399999999999995,19.233333333333334,26.7,1.1333333333333333,196.66666666666663,1002.8666666666667,0.002,0.469791667,0.028270833,0.011145833,16.11458333,7.047619048
8646,3620180901,36,20180901,24.03333333333333,18.966666666666672,29.4,2.5333333333333337,96.66666666666669,1003.3666666666667,0.0020520829999999997,0.46666666700000003,0.026166667,0.00778125,22.375,10.67032967
8647,3620180902,36,20180902,23.7,18.633333333333333,28.33333333333333,2.5,113.33333333333331,1001.5,0.00196875,0.40104166700000005,0.029770832999999997,0.0049479170000000005,15.46875,5.166666667
8648,3620180903,36,20180903,24.23333333333333,21.86666666666667,29.6,1.7,120.0,993.9666666666667,0.0020520829999999997,0.459375,0.026333332999999997,0.007614583,17.42708333,6.651685392999999
8649,3620180904,36,20180904,23.6,20.33333333333333,27.866666666666664,1.8333333333333333,286.6666666666667,990.1,0.002479167,0.433333333,0.0416875,0.006583333,16.97916667,7.61627907
8650,3620180905,36,20180905,23.066666666666666,18.3,28.7,1.7666666666666666,263.3333333333333,995.9,0.002677083,0.41458333299999994,0.036197917,0.007510416999999999,25.47916667,8.946808511
8651,3620180906,36,20180906,22.899999999999995,18.866666666666667,27.5,1.6,186.66666666666663,997.5333333333333,0.00253125,0.480208333,0.034020833,0.009989583,27.375,11.87234043
8652,3620180907,36,20180907,21.0,16.799999999999994,25.5,1.6333333333333335,240.0,998.4333333333334,0.0023229170000000003,0.464583333,0.044447917,0.006916667,25.85416667,13.40449438
8653,3620180908,36,20180908,20.2,13.533333333333333,26.7,1.2666666666666666,346.66666666666674,1005.4,0.0025520829999999997,0.440625,0.03071875,0.010645833,26.76041667,12.11702128
8654,3620180909,36,20180909,20.966666666666665,14.6,27.66666666666667,1.0333333333333334,250.0,1008.1333333333333,0.002833333,0.47395833299999995,0.034416667000000005,0.009458333000000001,28.95833333,16.24468085
8655,3620180910,36,20180910,21.33333333333333,16.133333333333336,27.0,2.0,96.66666666666669,1012.4,0.002364583,0.43125,0.026572917,0.009270833000000001,22.95833333,10.32978723
8656,3620180911,36,20180911,20.0,13.933333333333332,24.7,2.533333333333333,103.33333333333331,1012.8,0.002229167,0.389583333,0.028427083,0.007895833,17.78125,6.163043478
8657,3620180912,36,20180912,21.53333333333333,14.9,27.5,1.9,113.33333333333331,1009.8666666666667,0.0022916670000000003,0.403125,0.02646875,0.011083333,20.08333333,7.021276596
8658,3620180913,36,20180913,21.36666666666667,19.33333333333333,24.5,1.8666666666666665,76.66666666666667,1009.0333333333334,0.00240625,0.41979166700000003,0.01903125,0.01196875,22.19444444,8.684210526000001
8659,3620180914,36,20180914,21.466666666666672,18.933333333333334,24.16666666666667,1.7999999999999998,60.0,1007.1666666666665,0.0023033710000000002,0.419101124,0.014247191000000001,0.01452809,17.11688312,7.25
8660,3620180915,36,20180915,21.83333333333333,20.53333333333333,23.63333333333333,1.2666666666666666,76.66666666666667,1006.4,0.002072917,0.38541666700000005,0.01778125,0.01309375,16.17708333,5.215053763
8661,3620180916,36,20180916,22.1,20.4,24.73333333333333,0.8333333333333334,303.3333333333333,1007.6333333333333,0.0026875,0.472916667,0.025895832999999997,0.0108125,31.21875,16.69473684
8662,3620180917,36,20180917,22.03333333333333,18.3,27.066666666666666,1.0333333333333334,226.66666666666663,1009.1333333333333,0.0033125,0.49791666700000003,0.03303125,0.014989583,35.47916667,19.31914894
8663,3620180918,36,20180918,21.066666666666666,15.733333333333334,27.33333333333333,1.1333333333333333,316.6666666666667,1008.6666666666665,0.003489362,0.475531915,0.027255319,0.020223404,33.24468085,15.17204301
8664,3620180919,36,20180919,20.733333333333334,16.166666666666668,24.5,0.7333333333333334,256.6666666666667,1006.0333333333334,0.0030833329999999997,0.504166667,0.02,0.030260417,47.19791667,22.125
8665,3620180920,36,20180920,20.066666666666666,17.8,21.433333333333334,2.4333333333333336,76.66666666666667,1002.0,0.002125,0.373958333,0.031104167000000002,0.014885417,19.44791667,9.582417582
8666,3620180921,36,20180921,19.2,18.0,20.766666666666673,1.5,150.0,1001.8666666666667,0.001989583,0.339583333,0.022739582999999997,0.015447917,12.66666667,4.472527473
8667,3620180922,36,20180922,20.433333333333334,15.4,26.03333333333333,1.3666666666666665,280.0,1007.2000000000003,0.00246875,0.375,0.028760417000000003,0.012322917,30.55208333,11.32631579
8668,3620180923,36,20180923,18.466666666666665,13.833333333333336,26.0,1.2,316.6666666666667,1008.1666666666665,0.003,0.426041667,0.030395832999999997,0.012166666999999999,33.38541667,13.53684211
8669,3620180924,36,20180924,16.466666666666665,12.3,22.266666666666666,1.2,320.0,1010.9333333333334,0.003,0.37291666700000003,0.024083333,0.010260416999999999,22.38541667,10.30208333
