,기상번호,시도코드,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),최다풍향(16방위),평균 현지기압(hPa),일 최심신적설(cm),일강수량(mm),강수 계속시간(hr)
3174,4120160903,41,20160903,23.32,20.02,29.120000000000005,1.2,132.0,1001.98,0.0,0.4400000000000001,0.034
3175,4120160904,41,20160904,24.5,20.32,29.1,1.14,136.0,1004.08,0.0,0.0,0.0
3176,4120160905,41,20160905,25.5,21.42,31.24,1.26,184.0,1002.84,0.0,0.0,0.0
3177,4120160906,41,20160906,23.44,19.12,28.860000000000007,1.2,202.0,1002.22,0.0,0.0,0.0
3178,4120160907,41,20160907,23.5,19.74,29.06,1.12,172.0,999.46,0.0,0.0,0.0
3179,4120160908,41,20160908,22.58,19.700000000000006,28.08,1.16,178.0,1000.0,0.0,7.32,0.524
3180,4120160909,41,20160909,22.96,19.0,28.96,1.1,202.0,1002.94,0.0,0.0,0.056000000000000015
3181,4120160910,41,20160910,22.78,17.9,28.96,1.06,98.0,1005.48,0.0,0.0,0.0
3182,4120160911,41,20160911,23.1,19.34,28.44,1.16,96.0,1007.82,0.0,0.0,0.0
3183,4120160912,41,20160912,23.4,19.86,29.22,1.24,176.0,1009.58,0.0,0.0,0.0
3184,4120160913,41,20160913,23.28,18.16,30.02,1.16,86.0,1010.98,0.0,0.0,0.0
3185,4120160914,41,20160914,23.340000000000003,18.9,29.48,1.14,176.0,1010.56,0.0,0.0,0.02
3186,4120160915,41,20160915,22.14,16.72,28.98,0.8600000000000001,202.0,1009.66,0.0,0.0,0.0
3187,4120160916,41,20160916,22.9,17.860000000000007,28.72,0.86,190.0,1007.82,0.0,0.0,0.114
3188,4120160917,41,20160917,21.76,18.64,26.8,1.72,64.0,1004.8,0.0,15.62,2.434
3189,4120160918,41,20160918,22.079999999999995,18.18,27.76,1.98,52.0,1004.94,0.0,0.0,0.0
3190,4120160919,41,20160919,20.22,15.46,26.8,2.12,56.0,1006.5,0.0,0.0,0.18
3191,4120160920,41,20160920,19.14,13.660000000000002,25.92,2.12,72.0,1010.22,0.0,0.0,0.0
3192,4120160921,41,20160921,17.720000000000006,10.72,24.88,1.2,82.0,1014.3,0.0,0.0,0.0
3193,4120160922,41,20160922,19.4,14.32,26.860000000000007,1.08,182.0,1011.4599999999997,0.0,0.0,0.0
3194,4120160923,41,20160923,19.32,13.02,27.6,0.92,160.0,1010.18,0.0,0.0,0.0
3195,4120160924,41,20160924,20.16,13.74,28.2,0.8999999999999998,130.0,1009.44,0.0,0.0,0.0
3196,4120160925,41,20160925,20.82,15.48,28.48,0.82,150.0,1010.02,0.0,0.0,0.0
3197,4120160926,41,20160926,21.36,16.939999999999998,28.1,1.0,120.0,1009.42,0.0,0.0,0.076
3198,4120160927,41,20160927,19.76,18.5,21.52,0.82,162.0,1009.42,0.0,11.260000000000002,2.7260000000000004
3199,4120160928,41,20160928,19.8,17.78,22.72,0.98,210.0,1008.32,0.0,0.04,0.28
3200,4120160929,41,20160929,19.34,16.880000000000006,24.0,2.06,130.0,1009.62,0.0,0.0,0.0
3201,4120160930,41,20160930,19.12,16.1,23.96,1.06,64.0,1008.62,0.0,0.0,0.0
3202,4120161001,41,20161001,19.24,15.7,24.54,0.76,82.0,1010.98,0.0,0.0,0.0
3203,4120161002,41,20161002,17.76,16.259999999999998,20.22,1.38,182.0,1007.2,0.0,36.11999999999999,2.614
3204,4120161003,41,20161003,21.42,16.139999999999993,28.3,1.72,234.0,1003.02,0.0,36.64,1.11
3205,4120161004,41,20161004,20.22,13.26,28.48,1.78,82.0,1008.3,0.0,0.0,0.0
3206,4120161005,41,20161005,19.8,15.72,26.62,1.94,186.0,1004.12,0.0,4.0,0.6459999999999999
3207,4120161006,41,20161006,16.98,12.46,24.04,1.24,282.0,1014.06,0.0,0.0,0.0
3208,4120161007,41,20161007,18.42,13.320000000000002,24.36,1.84,120.0,1012.7,0.0,5.76,1.7100000000000002
3209,4120161008,41,20161008,16.720000000000002,11.32,22.54,2.26,298.0,1005.46,0.0,7.6,1.35
3210,4120161009,41,20161009,11.2,6.1400000000000015,17.3,2.0,308.0,1012.92,0.0,0.0,0.0
3211,4120161010,41,20161010,11.8,5.18,20.380000000000006,1.0,124.0,1013.98,0.0,0.0,0.0
3212,4120161011,41,20161011,13.54,7.18,21.12,0.94,218.0,1013.36,0.0,0.0,0.0
3213,4120161012,41,20161012,13.66,8.559999999999999,21.16,1.12,170.0,1015.22,0.0,0.0,0.0
3214,4120161013,41,20161013,13.0,6.44,21.26,0.8400000000000001,166.0,1016.3,0.0,0.0,0.0
3215,4120161014,41,20161014,14.3,7.58,22.96,0.64,136.0,1018.34,0.0,0.0,0.0
3216,4120161015,41,20161015,16.359999999999996,9.8,25.660000000000004,0.64,90.0,1018.32,0.0,0.0,0.0
3217,4120161016,41,20161016,15.64,13.38,19.18,0.76,112.0,1012.5,0.0,1.6,1.6800000000000002
3218,4120161017,41,20161017,16.56,12.8,22.88,0.9399999999999998,170.0,1011.0,0.0,0.06,0.2
3219,4120161018,41,20161018,14.74,10.0,22.78,0.78,154.0,1013.14,0.0,0.0,0.0
3220,4120161019,41,20161019,15.8,10.72,24.24,0.8799999999999999,240.0,1011.28,0.0,0.0,0.0
3221,4120161020,41,20161020,16.279999999999998,9.76,24.82,1.2,72.0,1012.48,0.0,0.0,0.0
3222,4120161021,41,20161021,16.64,13.76,20.88,1.84,104.0,1013.0,0.0,0.0,0.034
3223,4120161022,41,20161022,16.940000000000005,12.44,22.2,1.1,92.0,1007.62,0.0,0.0,0.0
3224,4120161023,41,20161023,12.64,9.06,16.759999999999998,2.1000000000000005,68.0,1010.38,0.0,2.7,1.914
3225,4120161024,41,20161024,13.22,6.48,19.8,1.3199999999999998,100.0,1010.74,0.0,0.0,0.0
3226,4120161025,41,20161025,12.94,10.419999999999998,18.24,1.4,98.0,1004.72,0.0,37.78,2.04
3227,4120161026,41,20161026,11.92,8.139999999999999,15.820000000000002,0.74,62.0,1013.26,0.0,0.0,0.0
3228,4120161027,41,20161027,13.72,7.619999999999999,20.58,1.24,68.0,1016.0400000000003,0.0,0.0,0.0
3229,4120161028,41,20161028,13.88,10.44,18.26,1.5,270.0,1010.32,0.0,1.1,0.924
3230,4120161029,41,20161029,7.959999999999999,2.72,12.56,1.9,326.0,1018.76,0.0,0.0,0.0
3231,4120161030,41,20161030,5.7,-1.82,14.94,0.94,114.0,1022.3,0.0,0.0,0.0
3232,4120161031,41,20161031,5.2799999999999985,0.64,9.28,1.44,298.0,1019.84,0.0,0.15999999999999998,0.45
3233,4120161101,41,20161101,1.66,-2.82,8.3,1.7200000000000002,308.0,1023.4199999999997,0.0,0.0,0.0
3234,4120161102,41,20161102,3.28,-5.02,11.04,1.14,144.0,1020.2,0.0,0.34,0.6459999999999999
3235,4120161103,41,20161103,7.52,2.8199999999999994,14.32,1.16,120.0,1014.76,0.0,1.1,0.434
3236,4120161104,41,20161104,11.46,4.42,16.419999999999998,1.8,194.0,1009.06,0.0,0.0,0.0
3237,4120161105,41,20161105,13.9,9.66,19.34,1.5799999999999998,182.0,1006.7,0.0,0.0,0.0
3238,4120161106,41,20161106,13.500000000000005,10.48,17.880000000000006,2.3,104.0,1016.72,0.0,0.0,0.0
3239,4120161107,41,20161107,12.9,8.86,18.3,2.08,108.0,1015.5400000000003,0.0,3.72,0.9159999999999999
3240,4120161108,41,20161108,4.959999999999999,-0.060000000000000026,9.22,2.64,314.0,1017.84,0.0,0.22000000000000006,0.34600000000000003
3241,4120161109,41,20161109,2.0200000000000005,-3.3,9.36,1.32,140.0,1022.0800000000003,0.0,0.0,0.0
3242,4120161110,41,20161110,5.26,-0.5599999999999999,10.44,1.1,116.0,1013.96,0.0,1.5399999999999998,0.614
3243,4120161111,41,20161111,8.52,3.5800000000000005,14.94,1.7600000000000002,224.0,1011.5,0.0,2.9799999999999995,0.9840000000000001
3244,4120161112,41,20161112,9.98,1.94,17.779999999999994,1.32,212.0,1015.1,0.0,0.0,0.0
3245,4120161113,41,20161113,12.625,8.679999999999998,18.4,0.8800000000000001,118.0,1013.475,0.0,0.6,0.536
3246,4120161114,41,20161114,12.06,7.94,15.919999999999998,0.8200000000000001,262.0,1009.28,0.0,2.4,1.4340000000000002
3247,4120161115,41,20161115,5.74,0.38,11.78,1.96,314.0,1014.22,0.0,0.0,0.0
3248,4120161116,41,20161116,3.7,-2.76,11.54,0.76,182.0,1016.82,0.0,0.0,0.0
3249,4120161117,41,20161117,6.959999999999999,0.6799999999999999,15.76,0.7000000000000001,108.0,1017.52,0.0,0.0,0.0
3250,4120161118,41,20161118,8.06,0.96,14.38,0.8,86.0,1011.92,0.0,0.8200000000000001,1.1740000000000002
3251,4120161119,41,20161119,12.14,7.68,16.8,1.4400000000000002,240.0,1007.14,0.0,0.06000000000000001,0.5860000000000001
3252,4120161120,41,20161120,10.1,4.2,16.119999999999994,1.94,322.0,1014.32,0.0,0.0,0.0
3253,4120161121,41,20161121,7.660000000000001,2.1,12.76,1.18,120.0,1011.96,0.0,0.0,0.0
3254,4120161122,41,20161122,3.2,-1.62,8.52,2.8200000000000003,304.0,1015.86,0.0,0.28,0.4940000000000001
3255,4120161123,41,20161123,-1.04,-5.02,4.92,2.04,260.0,1019.96,0.0,0.0,0.0
3256,4120161124,41,20161124,-2.26,-7.42,3.5,1.64,258.0,1020.32,0.0,0.0,0.0
3257,4120161125,41,20161125,-0.7799999999999999,-6.58,7.08,0.94,168.0,1020.76,0.0,0.0,0.0
3258,4120161126,41,20161126,-0.62,-4.0600000000000005,1.7599999999999998,1.0,132.0,1017.1,0.0,1.66,1.0659999999999998
3259,4120161127,41,20161127,2.3,-0.4400000000000001,6.1800000000000015,0.74,78.0,1014.82,0.0,0.1,0.314
3260,4120161128,41,20161128,1.22,-2.78,7.080000000000001,1.5399999999999998,250.0,1020.82,0.0,0.0,0.0
3261,4120161129,41,20161129,0.02,-5.9,7.9,0.8200000000000001,108.0,1026.04,0.0,0.0,0.0
3262,4120161130,41,20161130,4.659999999999998,-2.76,9.98,0.98,160.0,1018.94,0.0,0.8,0.366
3263,4120161201,41,20161201,4.4,-1.7,8.66,2.96,302.0,1019.4599999999997,0.0,0.0,0.0
3264,4120161202,41,20161202,0.30000000000000004,-6.26,8.28,1.1,208.0,1024.16,0.0,0.0,0.0
3265,4120161203,41,20161203,2.3200000000000003,-4.380000000000001,10.62,0.74,150.0,1019.66,0.0,0.0,0.0
3266,4120161204,41,20161204,3.04,-1.6,8.559999999999999,0.68,168.0,1011.68,0.0,0.0,0.05
3267,4120161205,41,20161205,5.6400000000000015,0.96,11.48,2.12,298.0,1010.74,0.0,0.4600000000000001,0.27399999999999997
3268,4120161206,41,20161206,-1.04,-5.3199999999999985,4.78,1.9,304.0,1018.9,0.0,0.0,0.0
3269,4120161207,41,20161207,0.020000000000000014,-5.8,6.3599999999999985,1.08,124.0,1014.52,0.0,0.06000000000000001,0.306
3270,4120161208,41,20161208,0.25999999999999995,-6.1,5.28,0.86,124.0,1011.12,0.0,3.72,0.99
3271,4120161209,41,20161209,1.6599999999999997,-3.0200000000000005,6.16,2.16,308.0,1013.0,0.0,2.78,0.376
3272,4120161210,41,20161210,-1.96,-7.1400000000000015,4.7799999999999985,1.2600000000000002,184.0,1019.84,0.0,0.0,0.0
3273,4120161211,41,20161211,-2.8600000000000003,-8.9,5.32,0.8400000000000001,90.0,1021.32,0.0,0.0,0.0
3274,4120161212,41,20161212,0.16,-6.6400000000000015,7.08,0.8400000000000001,70.0,1017.06,0.0,0.0,0.0
3275,4120161213,41,20161213,2.24,-2.48,8.959999999999997,1.34,242.0,1012.22,0.0,0.0,0.0
3276,4120161214,41,20161214,-0.9399999999999998,-2.64,0.8800000000000001,1.5399999999999998,248.0,1013.12,0.0,1.1800000000000002,0.11
3277,4120161215,41,20161215,-4.12,-7.639999999999999,0.22000000000000006,2.1,314.0,1016.66,0.0,0.0,0.0
3278,4120161216,41,20161216,-5.0200000000000005,-11.54,0.8800000000000001,1.34,208.0,1020.64,0.0,0.0,0.0
3279,4120161217,41,20161217,1.62,-3.98,8.72,0.94,142.0,1021.54,0.0,0.0,0.0
3280,4120161218,41,20161218,3.5999999999999988,-0.2,7.74,1.12,142.0,1021.98,0.0,0.0,0.0
3281,4120161219,41,20161219,5.660000000000001,1.3000000000000005,11.98,1.0799999999999998,60.0,1017.26,0.0,0.58,0.75
3282,4120161220,41,20161220,5.08,0.4,13.46,0.78,204.0,1019.96,0.0,0.0,0.0
3283,4120161221,41,20161221,6.3,-0.6799999999999999,13.160000000000002,1.5,92.0,1014.68,0.0,28.5,1.8840000000000001
3284,4120161222,41,20161222,5.9,2.4200000000000004,11.14,2.6,280.0,1002.2,0.0,23.12,3.2460000000000004
3285,4120161223,41,20161223,-1.36,-2.92,2.44,2.86,288.0,1013.16,0.02,0.38,2.15
3286,4120161224,41,20161224,-2.22,-4.38,0.86,1.1,224.0,1023.22,0.0,0.0,0.0
3287,4120161225,41,20161225,0.08,-6.18,6.44,0.8,142.0,1022.9,0.0,0.0,0.0
3288,4120161226,41,20161226,1.92,-0.5800000000000001,4.1,0.92,108.0,1014.32,0.0,0.34,0.8400000000000001
3289,4120161227,41,20161227,-1.2600000000000002,-6.42,2.56,2.74,308.0,1015.56,0.0,0.4400000000000001,0.534
3290,4120161228,41,20161228,-4.0,-9.7,2.5,1.28,146.0,1022.6,0.0,0.0,0.0
3291,4120161229,41,20161229,-3.78,-6.94,0.28,2.22,290.0,1023.0,0.26,0.3,0.5660000000000001
3292,4120161230,41,20161230,-4.540000000000001,-11.3,1.64,0.82,144.0,1025.46,0.0,0.0,0.0
3293,4120161231,41,20161231,-1.2,-5.9,4.8199999999999985,0.66,164.0,1022.68,0.0,0.0,0.0
3294,4220160101,42,20160101,0.5307692307692309,-4.653846153846153,4.930769230769231,1.9769230769230768,193.0769230769231,1001.7153846153847,0.0,0.0,0.0
3295,4220160102,42,20160102,5.176923076923076,1.4846153846153844,9.053846153846152,2.4307692307692306,216.15384615384616,994.5846153846153,0.0,0.0,0.0
3296,4220160103,42,20160103,4.915384615384617,0.8692307692307691,10.26153846153846,1.4076923076923078,221.53846153846158,991.7846153846153,0.0,0.0,0.0
3297,4220160104,42,20160104,3.9461538461538463,-0.5153846153846154,7.96923076923077,2.669230769230769,269.23076923076917,993.6538461538463,0.0,0.0,0.0
3298,4220160105,42,20160105,-1.0692307692307692,-4.915384615384617,3.6461538461538465,1.8461538461538456,235.38461538461542,997.5538461538459,0.0,0.0,0.0
3299,4220160106,42,20160106,-2.123076923076923,-7.038461538461537,3.4230769230769234,1.946153846153846,215.38461538461542,995.7384615384616,0.0,0.0,0.0
3300,4220160107,42,20160107,-2.5307692307692307,-6.830769230769231,2.484615384615384,2.0846153846153843,232.3076923076923,994.6692307692308,0.0,0.0,0.0
3301,4220160108,42,20160108,-3.692307692307693,-7.969230769230768,1.5923076923076922,2.269230769230769,203.0769230769231,993.6461538461535,0.0,0.0,0.0
3302,4220160109,42,20160109,-1.9538461538461536,-7.3307692307692305,2.823076923076924,2.4384615384615387,233.84615384615384,995.5615384615387,0.0,0.0,0.0
3303,4220160110,42,20160110,0.2153846153846154,-4.230769230769232,4.86923076923077,2.0615384615384618,260.0,996.8,0.0,0.0,0.0
3304,4220160111,42,20160111,-3.8923076923076922,-8.315384615384612,1.9461538461538461,1.3923076923076922,203.0769230769231,997.6,0.0,0.0,0.0
3305,4220160112,42,20160112,-4.676923076923077,-10.86153846153846,2.1153846153846154,1.5384615384615383,197.6923076923077,994.3076923076923,0.0,0.0,0.0
3306,4220160113,42,20160113,-3.915384615384616,-8.715384615384616,0.09230769230769227,2.5461538461538464,247.6923076923077,990.3923076923076,0.038461538461538464,0.13076923076923078,0.5130769230769231
3307,4220160114,42,20160114,-3.83076923076923,-8.961538461538462,0.16923076923076924,2.1923076923076925,248.46153846153842,992.753846153846,0.0,0.007692307692307694,0.07076923076923078
3308,4220160115,42,20160115,-2.815384615384616,-7.253846153846156,2.769230769230769,1.169230769230769,172.3076923076923,993.9846153846156,0.0,0.13846153846153847,0.0
3309,4220160116,42,20160116,-2.715384615384615,-8.36923076923077,3.484615384615385,0.9230769230769232,140.76923076923075,996.0230769230769,0.0,0.023076923076923075,0.35923076923076924
3310,4220160117,42,20160117,-0.030769230769230663,-4.469230769230769,4.515384615384615,0.8230769230769232,141.53846153846158,990.4538461538465,0.0,0.3461538461538461,0.16692307692307692
3311,4220160118,42,20160118,-4.076923076923077,-11.684615384615386,1.669230769230769,3.6230769230769235,263.0769230769231,981.9461538461541,0.0,0.2538461538461539,0.4292307692307693
3312,4220160119,42,20160119,-11.353846153846153,-14.36153846153846,-7.530769230769231,4.253846153846154,256.15384615384613,988.6923076923076,0.0,0.0,0.0
3313,4220160120,42,20160120,-9.723076923076924,-15.346153846153848,-3.1384615384615384,1.6769230769230767,205.38461538461542,1000.2,0.0,0.0,0.0
3314,4220160121,42,20160121,-6.946153846153845,-11.630769230769232,-0.4615384615384616,1.3230769230769228,200.0,999.1,0.0,0.0,0.0
3315,4220160122,42,20160122,-6.492307692307692,-12.607692307692306,-0.8538461538461538,1.4538461538461538,234.61538461538458,1001.6692307692308,0.0,0.0,0.0
3316,4220160123,42,20160123,-9.138461538461538,-14.076923076923075,-5.407692307692308,3.3769230769230774,269.23076923076917,998.253846153846,0.0,0.0,0.0
3317,4220160124,42,20160124,-12.992307692307694,-17.75384615384616,-7.938461538461539,2.784615384615385,250.0,993.6538461538463,0.0,0.0,0.0
3318,4220160125,42,20160125,-9.538461538461537,-15.661538461538461,-2.9923076923076932,1.907692307692308,192.3076923076923,998.0999999999997,0.0,0.0,0.0
3319,4220160126,42,20160126,-4.153846153846153,-11.13846153846154,1.1615384615384616,2.6000000000000005,200.0,997.1076923076924,0.0,0.0,0.3715384615384616
3320,4220160127,42,20160127,-0.9153846153846152,-5.523076923076923,4.330769230769231,2.484615384615384,227.6923076923077,1000.3076923076924,0.0,0.0,0.0
3321,4220160128,42,20160128,-1.9307692307692308,-8.015384615384615,3.4461538461538463,1.023076923076923,195.38461538461542,1001.4307692307692,0.0,0.0,0.0
3322,4220160129,42,20160129,0.5923076923076924,-2.1,3.3076923076923066,2.0,160.0,999.1769230769231,0.4615384615384616,3.5461538461538464,1.063846153846154
3323,4220160130,42,20160130,0.6076923076923078,-2.9923076923076923,5.0,1.1846153846153846,222.3076923076923,998.230769230769,0.6153846153846154,2.5,0.7946153846153846
3324,4220160131,42,20160131,-1.807692307692308,-5.084615384615383,2.169230769230769,1.7692307692307692,247.6923076923077,999.3461538461536,0.0,0.0,0.0
3325,4220160201,42,20160201,-5.130769230769231,-10.153846153846157,0.7538461538461539,1.4769230769230768,217.6923076923077,999.4153846153844,0.0,0.0,0.0
3326,4220160202,42,20160202,-5.907692307692307,-12.192307692307693,1.2538461538461538,1.2153846153846155,192.3076923076923,999.1769230769232,0.0,0.0,0.0
3327,4220160203,42,20160203,-4.330769230769231,-11.946153846153846,3.0384615384615383,1.4307692307692308,190.7692307692308,998.6538461538458,0.0,0.0,0.0
3328,4220160204,42,20160204,-0.7307692307692307,-6.546153846153847,5.415384615384616,2.0769230769230766,235.38461538461542,995.8846153846156,0.0,0.0,0.0
3329,4220160205,42,20160205,-2.4,-7.546153846153848,3.315384615384615,1.992307692307692,192.3076923076923,994.2,0.0,0.0,0.0
3330,4220160206,42,20160206,-3.615384615384616,-8.615384615384615,2.0846153846153848,1.5461538461538462,219.23076923076923,994.3923076923076,1.3230769230769228,3.4230769230769234,0.8846153846153846
3331,4220160207,42,20160207,-4.092307692307692,-10.86153846153846,3.0000000000000004,1.4692307692307691,225.38461538461542,994.0153846153844,0.0,0.0,0.0
3332,4220160208,42,20160208,-0.9384615384615383,-7.392307692307693,4.300000000000002,2.169230769230769,246.15384615384616,987.5692307692308,0.0,1.446153846153846,0.6861538461538461
3333,4220160209,42,20160209,0.3615384615384615,-4.007692307692308,4.623076923076924,2.8076923076923075,270.76923076923083,992.1538461538464,0.0,0.25384615384615383,0.15384615384615385
3334,4220160210,42,20160210,-0.3461538461538461,-7.453846153846152,8.323076923076924,1.0846153846153843,156.15384615384616,998.9846153846154,0.0,0.0,0.0
3335,4220160211,42,20160211,3.161538461538462,-5.615384615384617,11.5,0.8230769230769232,210.0,999.0384615384613,0.0,0.0,0.0
3336,4220160212,42,20160212,5.63846153846154,3.3538461538461535,8.276923076923076,1.1538461538461535,241.53846153846158,992.0769230769231,0.0,11.592307692307694,2.8330769230769235
3337,4220160213,42,20160213,8.038461538461537,4.253846153846154,12.392307692307694,1.3846153846153846,213.84615384615384,981.9230769230768,0.0,12.7,1.9553846153846155
3338,4220160214,42,20160214,-0.2384615384615384,-4.292307692307692,7.638461538461537,3.1692307692307686,240.7692307692308,983.146153846154,0.0,2.2384615384615385,1.9546153846153849
3339,4220160215,42,20160215,-5.053846153846154,-8.1,-1.8384615384615384,3.1000000000000005,264.61538461538464,990.2615384615384,0.0,0.015384615384615384,0.16692307692307692
3340,4220160216,42,20160216,-2.523076923076923,-6.76923076923077,1.2384615384615385,2.7769230769230764,256.9230769230769,988.8692307692309,0.2307692307692308,0.3692307692307692,0.8269230769230769
3341,4220160217,42,20160217,-0.7461538461538461,-7.092307692307693,4.623076923076924,2.3692307692307697,253.84615384615384,995.1461538461538,0.0,0.0,0.0
3342,4220160218,42,20160218,3.3307692307692305,-2.315384615384616,7.523076923076924,2.9538461538461545,240.7692307692308,993.4,0.0,0.22307692307692312,0.2823076923076923
3343,4220160219,42,20160219,3.3076923076923075,0.16153846153846144,6.138461538461537,2.1153846153846154,220.7692307692308,998.1461538461538,0.0,0.02307692307692308,0.0
3344,4220160220,42,20160220,1.3000000000000005,-2.6461538461538456,6.06923076923077,2.0461538461538464,245.38461538461542,995.0384615384617,0.0,0.0,0.06384615384615384
3345,4220160221,42,20160221,-0.4615384615384615,-5.153846153846153,4.084615384615383,2.5307692307692307,252.3076923076923,1000.5230769230769,0.0,0.0,0.0
3346,4220160222,42,20160222,1.3461538461538465,-2.684615384615385,5.446153846153847,1.5230769230769228,227.6923076923077,1001.8153846153843,0.0,0.0,0.10230769230769232
3347,4220160223,42,20160223,1.8230769230769233,-2.7461538461538457,6.676923076923076,2.7538461538461543,281.53846153846155,999.9692307692308,0.15384615384615385,0.4076923076923077,0.6092307692307692
3348,4220160224,42,20160224,-2.2692307692307687,-6.015384615384617,2.069230769230769,1.638461538461538,234.61538461538458,1003.7230769230767,1.0384615384615383,2.815384615384616,0.936153846153846
3349,4220160225,42,20160225,-1.2923076923076924,-7.446153846153847,3.2692307692307687,2.4538461538461536,253.0769230769231,1003.4461538461537,0.0,0.007692307692307694,0.2307692307692308
3350,4220160226,42,20160226,1.276923076923077,-3.3230769230769237,5.799999999999999,2.4923076923076923,255.38461538461542,999.5,0.0,0.0,0.0
3351,4220160227,42,20160227,1.6615384615384614,-1.7615384615384615,6.246153846153847,1.515384615384615,213.84615384615384,996.7769230769233,0.0,1.6307692307692307,0.2307692307692308
3352,4220160228,42,20160228,0.3538461538461538,-2.7230769230769236,5.707692307692307,1.2,256.15384615384613,993.7153846153847,1.0923076923076922,9.53076923076923,1.0615384615384615
3353,4220160229,42,20160229,-4.115384615384615,-7.546153846153848,-0.9076923076923076,2.4384615384615382,266.15384615384613,995.0538461538459,0.0,0.038461538461538464,0.032307692307692315
3354,4220160301,42,20160301,-3.7230769230769236,-11.03076923076923,1.8692307692307693,2.2076923076923083,222.3076923076923,998.3384615384616,0.0,0.0,0.0
3355,4220160302,42,20160302,1.8153846153846152,-4.2846153846153845,6.707692307692307,2.623076923076923,231.53846153846158,996.1846153846153,0.0,0.0,0.0
3356,4220160303,42,20160303,5.253846153846154,0.2692307692307692,12.138461538461538,1.7153846153846155,227.6923076923077,996.9461538461541,0.0,0.0,0.0
3357,4220160304,42,20160304,6.130769230769231,0.13846153846153847,13.661538461538465,1.4846153846153844,163.0769230769231,999.5076923076924,0.0,0.1,0.038461538461538464
3358,4220160305,42,20160305,7.6230769230769235,4.392307692307692,11.476923076923079,1.7692307692307692,190.7692307692308,993.3769230769227,0.0,24.907692307692304,1.9361538461538463
3359,4220160306,42,20160306,8.384615384615385,2.6307692307692303,12.746153846153849,1.8307692307692311,210.0,991.4692307692308,0.0,0.15384615384615385,0.0
3360,4220160307,42,20160307,5.953846153846153,0.6846153846153846,11.715384615384615,1.276923076923077,233.0769230769231,991.5076923076924,0.0,0.0,0.0
3361,4220160308,42,20160308,4.384615384615385,0.8999999999999999,7.830769230769231,1.8538461538461533,200.0,993.3692307692309,0.0,0.0,0.0
3362,4220160309,42,20160309,0.8692307692307693,-1.9,5.946153846153847,1.9538461538461536,190.7692307692308,995.2846153846153,0.5,3.4538461538461536,0.8846153846153846
3363,4220160310,42,20160310,-0.3923076923076923,-3.7384615384615385,3.7769230769230764,2.046153846153846,265.38461538461536,996.6307692307691,0.0,0.08461538461538462,0.0
3364,4220160311,42,20160311,-0.9230769230769232,-5.907692307692308,4.199999999999998,1.7307692307692308,243.0769230769231,996.2538461538463,0.0,0.0,0.0
3365,4220160312,42,20160312,1.2692307692307696,-5.0153846153846136,6.330769230769231,1.8307692307692305,200.0,996.7769230769233,0.0,0.0,0.09
3366,4220160313,42,20160313,3.0923076923076924,0.4692307692307693,6.484615384615383,1.4230769230769231,206.15384615384616,996.0,0.0,0.1769230769230769,0.2946153846153846
3367,4220160314,42,20160314,2.223076923076924,-2.06923076923077,7.415384615384616,1.2923076923076924,176.15384615384616,994.5692307692307,0.0,0.3,0.28846153846153844
3368,4220160315,42,20160315,5.153846153846153,-3.8,12.376923076923076,1.5769230769230769,219.23076923076923,994.9461538461537,0.0,0.0,0.0
3369,4220160316,42,20160316,8.776923076923076,3.1384615384615384,15.869230769230766,2.0923076923076924,245.38461538461542,993.2769230769228,0.0,0.0,0.0
3370,4220160317,42,20160317,9.638461538461538,1.1076923076923078,17.26153846153846,1.669230769230769,223.84615384615384,992.4692307692306,0.0,0.0,0.0
3371,4220160318,42,20160318,11.130769230769232,5.907692307692307,17.76153846153846,1.4307692307692308,188.46153846153842,985.3076923076924,0.0,0.0923076923076923,0.0
3372,4220160319,42,20160319,8.907692307692308,3.3230769230769237,15.692307692307693,1.5538461538461539,141.53846153846158,988.4076923076924,0.0,0.0,0.0
3373,4220160320,42,20160320,6.761538461538462,2.523076923076923,10.792307692307695,1.5,122.30769230769229,994.9615384615383,0.0,0.0,0.14
3374,4220160321,42,20160321,7.961538461538462,0.14615384615384613,14.96153846153846,1.8384615384615384,189.23076923076923,995.2384615384616,0.0,0.0,0.0
3375,4220160322,42,20160322,8.715384615384616,2.1538461538461537,15.569230769230774,2.169230769230769,240.7692307692308,990.7999999999997,0.0,0.0,0.0
3376,4220160323,42,20160323,5.092307692307694,1.4384615384615385,9.507692307692308,1.6999999999999995,152.30769230769232,992.9846153846156,0.0,3.6538461538461537,1.2115384615384617
3377,4220160324,42,20160324,4.153846153846153,-0.8230769230769232,9.276923076923076,1.646153846153846,169.23076923076925,997.6769230769231,0.0,0.0923076923076923,0.2561538461538462
3378,4220160325,42,20160325,4.384615384615385,0.6000000000000001,9.415384615384617,1.2692307692307692,173.0769230769231,996.8538461538465,0.0,0.2923076923076923,0.18615384615384611
3379,4220160326,42,20160326,5.246153846153844,-0.6153846153846155,12.046153846153848,1.3692307692307693,222.3076923076923,993.5153846153844,0.0,0.007692307692307694,0.0
3380,4220160327,42,20160327,7.0076923076923086,-0.3615384615384616,13.776923076923074,1.7769230769230768,253.0769230769231,991.5076923076924,0.0,0.0,0.0
3381,4220160328,42,20160328,9.400000000000002,1.3076923076923077,16.807692307692303,1.8230769230769237,181.53846153846158,993.1769230769231,0.0,0.0,0.0
