,일시,기상번호,시도코드,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),최다풍향(16방위),평균 현지기압(hPa),일 최심신적설(cm),일강수량(mm),강수 계속시간(hr),PM10,PM25,PM10등급,PM25등급
82,20160323,3684866205.352941,36.64705882352941,8.316443360561006,4.572155491567256,13.716741004093944,2.7329144385026742,211.62059509118333,1009.0330165912519,0.0,0.2682934712346477,0.29471234647705236,61.04254399117649,37.53099444294117,2.1176470588235294,2.0588235294117645
83,20160324,3684866206.352941,36.64705882352941,6.667010048774755,1.8786972831090476,12.127523358993946,2.5544121564709803,179.8695716048657,1013.9014742120625,0.0,0.2276007326007326,0.9897737556561087,37.47306895294117,19.537502202941173,1.6470588235294117,1.8823529411764706
84,20160325,3684866207.352941,36.64705882352941,6.225808799044095,1.9506264323911382,11.53464319993732,1.8365271982919043,215.94621065209301,1013.9145183248125,0.0,0.3850096961861667,0.9400678733031674,48.80514053588236,27.40825563294118,1.7647058823529411,1.9411764705882353
85,20160326,3684866208.352941,36.64705882352941,5.89720818397289,0.9511003702180171,11.986277448042154,1.883345380110086,224.7470274823216,1011.2262907680554,0.0,1.1180995475113122,1.0016806722689078,53.35933638117647,35.88841812117647,1.9411764705882353,2.0
86,20160327,3684866209.352941,36.64705882352941,7.2938342050106755,0.7468766527590056,14.219285518403167,2.235873244402656,267.59085032614445,1009.8827430412724,0.0,0.00504201680672269,0.0,57.599147437647055,38.32900054352941,2.0,2.0
87,20160328,3684866210.352941,36.64705882352941,9.677575757575758,1.4077952439717143,17.459509020391373,2.122667626491156,233.2868308162426,1011.304980705569,0.0,0.0,0.0,67.47950249235295,42.64293267352941,2.0588235294117645,2.1176470588235294
88,20160329,3684866211.352941,36.64705882352941,11.94430931813285,5.920340835634953,17.371898787487023,3.2674024994613227,220.19096589684824,1009.3881603690429,0.0,0.024102564102564106,0.10204524886877828,83.03658868176471,49.25657316529412,2.6470588235294117,2.588235294117647
89,20160330,3684866212.352941,36.64705882352941,13.087787898376135,7.385038490920844,20.115348964760727,2.036435525259055,241.79777085659438,1009.2854541536896,0.0,0.0,0.0,74.06662598882352,42.278476302352935,2.235294117647059,2.1176470588235294
90,20160331,3684866213.352941,36.64705882352941,12.806867152455387,5.777438541850308,20.53863567804744,1.4360870502046974,200.70705764823416,1006.2367075081781,0.0,0.008823529411764707,0.09147058823529411,73.14977600764706,39.26120220529412,2.3529411764705883,2.2941176470588234
91,20160401,3684866283.352941,36.64705882352941,13.857392999157709,5.518542046189106,22.89533143327261,1.7245456504280035,190.84355840238194,1005.1227061174119,0.0,0.0,0.0,79.77757974000002,44.78724347470589,2.4705882352941178,2.3529411764705883
92,20160402,3684866284.352941,36.64705882352941,14.39244902156667,6.854297956945015,21.57203776615541,1.944214217155394,213.1906328965152,1008.1362867524632,0.0,0.0,0.0392156862745098,75.6406340264706,44.62575406235294,2.411764705882353,2.176470588235294
